row,state,linkId,fullShortUrl,originUrl,error
"81","INVALID","","","","INVALID_CREATION"
"82","INVALID","","","","INVALID_CREATION"
"83","INVALID","","","","INVALID_CREATION"
"84","INVALID","","","","INVALID_CREATION"
"85","INVALID","","","","INVALID_CREATION"
"86","INVALID","","","","INVALID_CREATION"
"87","INVALID","","","","INVALID_CREATION"
"88","INVALID","","","","INVALID_CREATION"
"89","INVALID","","","","INVALID_CREATION"
"90","INVALID","","","","INVALID_CREATION"
"91","INVALID","","","","INVALID_CREATION"
"92","INVALID","","","","INVALID_CREATION"
"93","INVALID","","","","INVALID_CREATION"
"94","INVALID","","","","INVALID_CREATION"
"95","INVALID","","","","INVALID_CREATION"
"96","INVALID","","","","INVALID_CREATION"
"97","INVALID","","","","INVALID_CREATION"
"98","INVALID","","","","INVALID_CREATION"
"99","INVALID","","","","INVALID_CREATION"
"100","INVALID","","","","INVALID_CREATION"
"101","INVALID","","","","INVALID_CREATION"
"102","INVALID","","","","INVALID_CREATION"
"103","INVALID","","","","INVALID_CREATION"
"104","INVALID","","","","INVALID_CREATION"
"105","INVALID","","","","INVALID_CREATION"
"106","INVALID","","","","INVALID_CREATION"
"107","INVALID","","","","INVALID_CREATION"
"108","INVALID","","","","INVALID_CREATION"
"109","INVALID","","","","INVALID_CREATION"
"110","INVALID","","","","INVALID_CREATION"
"111","INVALID","","","","INVALID_CREATION"
"112","INVALID","","","","INVALID_CREATION"
"113","INVALID","","","","INVALID_CREATION"
"114","INVALID","","","","INVALID_CREATION"
"115","INVALID","","","","INVALID_CREATION"
"116","INVALID","","","","INVALID_CREATION"
"117","INVALID","","","","INVALID_CREATION"
"118","INVALID","","","","INVALID_CREATION"
"119","INVALID","","","","INVALID_CREATION"
"120","INVALID","","","","INVALID_CREATION"
"121","INVALID","","","","INVALID_CREATION"
"122","INVALID","","","","INVALID_CREATION"
"123","INVALID","","","","INVALID_CREATION"
"124","INVALID","","","","INVALID_CREATION"
"125","INVALID","","","","INVALID_CREATION"
"126","INVALID","","","","INVALID_CREATION"
"127","INVALID","","","","INVALID_CREATION"
"128","INVALID","","","","INVALID_CREATION"
"129","INVALID","","","","INVALID_CREATION"
"130","INVALID","","","","INVALID_CREATION"
"131","INVALID","","","","INVALID_CREATION"
"132","INVALID","","","","INVALID_CREATION"
"133","INVALID","","","","INVALID_CREATION"
"134","INVALID","","","","INVALID_CREATION"
"135","INVALID","","","","INVALID_CREATION"
"136","INVALID","","","","INVALID_CREATION"
"137","INVALID","","","","INVALID_CREATION"
"138","INVALID","","","","INVALID_CREATION"
"139","INVALID","","","","INVALID_CREATION"
"140","INVALID","","","","INVALID_CREATION"
"141","INVALID","","","","INVALID_CREATION"
"142","INVALID","","","","INVALID_CREATION"
"143","INVALID","","","","INVALID_CREATION"
"144","INVALID","","","","INVALID_CREATION"
"145","INVALID","","","","INVALID_CREATION"
"146","INVALID","","","","INVALID_CREATION"
"147","INVALID","","","","INVALID_CREATION"
"148","INVALID","","","","INVALID_CREATION"
"149","INVALID","","","","INVALID_CREATION"
"150","INVALID","","","","INVALID_CREATION"
"151","INVALID","","","","INVALID_CREATION"
"152","INVALID","","","","INVALID_CREATION"
"153","INVALID","","","","INVALID_CREATION"
"154","INVALID","","","","INVALID_CREATION"
"155","INVALID","","","","INVALID_CREATION"
"156","INVALID","","","","INVALID_CREATION"
"157","INVALID","","","","INVALID_CREATION"
"158","INVALID","","","","INVALID_CREATION"
"159","INVALID","","","","INVALID_CREATION"
"160","INVALID","","","","INVALID_CREATION"
"161","INVALID","","","","INVALID_CREATION"
"162","INVALID","","","","INVALID_CREATION"
"163","INVALID","","","","INVALID_CREATION"
"164","INVALID","","","","INVALID_CREATION"
"165","INVALID","","","","INVALID_CREATION"
"166","INVALID","","","","INVALID_CREATION"
"167","INVALID","","","","INVALID_CREATION"
"168","INVALID","","","","INVALID_CREATION"
"169","INVALID","","","","INVALID_CREATION"
"170","INVALID","","","","INVALID_CREATION"
"171","INVALID","","","","INVALID_CREATION"
"172","INVALID","","","","INVALID_CREATION"
"173","INVALID","","","","INVALID_CREATION"
"174","INVALID","","","","INVALID_CREATION"
"175","INVALID","","","","INVALID_CREATION"
"176","INVALID","","","","INVALID_CREATION"
"177","INVALID","","","","INVALID_CREATION"
"178","INVALID","","","","INVALID_CREATION"
"179","INVALID","","","","INVALID_CREATION"
"180","INVALID","","","","INVALID_CREATION"
"181","INVALID","","","","INVALID_CREATION"
"182","INVALID","","","","INVALID_CREATION"
"183","INVALID","","","","INVALID_CREATION"
"184","INVALID","","","","INVALID_CREATION"
"185","INVALID","","","","INVALID_CREATION"
"186","INVALID","","","","INVALID_CREATION"
"187","INVALID","","","","INVALID_CREATION"
"188","INVALID","","","","INVALID_CREATION"
"189","INVALID","","","","INVALID_CREATION"
"190","INVALID","","","","INVALID_CREATION"
"191","INVALID","","","","INVALID_CREATION"
"192","INVALID","","","","INVALID_CREATION"
"193","INVALID","","","","INVALID_CREATION"
"194","INVALID","","","","INVALID_CREATION"
"195","INVALID","","","","INVALID_CREATION"
"196","INVALID","","","","INVALID_CREATION"
"197","INVALID","","","","INVALID_CREATION"
"198","INVALID","","","","INVALID_CREATION"
"199","INVALID","","","","INVALID_CREATION"
"200","INVALID","","","","INVALID_CREATION"
"201","INVALID","","","","INVALID_CREATION"
"202","INVALID","","","","INVALID_CREATION"
"203","INVALID","","","","INVALID_CREATION"
"204","INVALID","","","","INVALID_CREATION"
"205","INVALID","","","","INVALID_CREATION"
"206","INVALID","","","","INVALID_CREATION"
"207","INVALID","","","","INVALID_CREATION"
"208","INVALID","","","","INVALID_CREATION"
"209","INVALID","","","","INVALID_CREATION"
"210","INVALID","","","","INVALID_CREATION"
"211","INVALID","","","","INVALID_CREATION"
"212","INVALID","","","","INVALID_CREATION"
"213","INVALID","","","","INVALID_CREATION"
"214","INVALID","","","","INVALID_CREATION"
"215","INVALID","","","","INVALID_CREATION"
"216","INVALID","","","","INVALID_CREATION"
"217","INVALID","","","","INVALID_CREATION"
"218","INVALID","","","","INVALID_CREATION"
"219","INVALID","","","","INVALID_CREATION"
"220","INVALID","","","","INVALID_CREATION"
"221","INVALID","","","","INVALID_CREATION"
"222","INVALID","","","","INVALID_CREATION"
"223","INVALID","","","","INVALID_CREATION"
"224","INVALID","","","","INVALID_CREATION"
"225","INVALID","","","","INVALID_CREATION"
"226","INVALID","","","","INVALID_CREATION"
"227","INVALID","","","","INVALID_CREATION"
"228","INVALID","","","","INVALID_CREATION"
"229","INVALID","","","","INVALID_CREATION"
"230","INVALID","","","","INVALID_CREATION"
"231","INVALID","","","","INVALID_CREATION"
"232","INVALID","","","","INVALID_CREATION"
"233","INVALID","","","","INVALID_CREATION"
"234","INVALID","","","","INVALID_CREATION"
"235","INVALID","","","","INVALID_CREATION"
"236","INVALID","","","","INVALID_CREATION"
"237","INVALID","","","","INVALID_CREATION"
"238","INVALID","","","","INVALID_CREATION"
"239","INVALID","","","","INVALID_CREATION"
"240","INVALID","","","","INVALID_CREATION"
"241","INVALID","","","","INVALID_CREATION"
"242","INVALID","","","","INVALID_CREATION"
"243","INVALID","","","","INVALID_CREATION"
"244","INVALID","","","","INVALID_CREATION"
"245","INVALID","","","","INVALID_CREATION"
"246","INVALID","","","","INVALID_CREATION"
"247","INVALID","","","","INVALID_CREATION"
"248","INVALID","","","","INVALID_CREATION"
"249","INVALID","","","","INVALID_CREATION"
"250","INVALID","","","","INVALID_CREATION"
"251","INVALID","","","","INVALID_CREATION"
"252","INVALID","","","","INVALID_CREATION"
"253","INVALID","","","","INVALID_CREATION"
"254","INVALID","","","","INVALID_CREATION"
"255","INVALID","","","","INVALID_CREATION"
"256","INVALID","","","","INVALID_CREATION"
"257","INVALID","","","","INVALID_CREATION"
"258","INVALID","","","","INVALID_CREATION"
"259","INVALID","","","","INVALID_CREATION"
"260","INVALID","","","","INVALID_CREATION"
"261","INVALID","","","","INVALID_CREATION"
"262","INVALID","","","","INVALID_CREATION"
"263","INVALID","","","","INVALID_CREATION"
"264","INVALID","","","","INVALID_CREATION"
"265","INVALID","","","","INVALID_CREATION"
"266","INVALID","","","","INVALID_CREATION"
"267","INVALID","","","","INVALID_CREATION"
"268","INVALID","","","","INVALID_CREATION"
"269","INVALID","","","","INVALID_CREATION"
"270","INVALID","","","","INVALID_CREATION"
"271","INVALID","","","","INVALID_CREATION"
"272","INVALID","","","","INVALID_CREATION"
"273","INVALID","","","","INVALID_CREATION"
"274","INVALID","","","","INVALID_CREATION"
"275","INVALID","","","","INVALID_CREATION"
"276","INVALID","","","","INVALID_CREATION"
"277","INVALID","","","","INVALID_CREATION"
"278","INVALID","","","","INVALID_CREATION"
"279","INVALID","","","","INVALID_CREATION"
"280","INVALID","","","","INVALID_CREATION"
"281","INVALID","","","","INVALID_CREATION"
"282","INVALID","","","","INVALID_CREATION"
"283","INVALID","","","","INVALID_CREATION"
"284","INVALID","","","","INVALID_CREATION"
"285","INVALID","","","","INVALID_CREATION"
"286","INVALID","","","","INVALID_CREATION"
"287","INVALID","","","","INVALID_CREATION"
"288","INVALID","","","","INVALID_CREATION"
"289","INVALID","","","","INVALID_CREATION"
"290","INVALID","","","","INVALID_CREATION"
"291","INVALID","","","","INVALID_CREATION"
"292","INVALID","","","","INVALID_CREATION"
"293","INVALID","","","","INVALID_CREATION"
"294","INVALID","","","","INVALID_CREATION"
"295","INVALID","","","","INVALID_CREATION"
"296","INVALID","","","","INVALID_CREATION"
"297","INVALID","","","","INVALID_CREATION"
"298","INVALID","","","","INVALID_CREATION"
"299","INVALID","","","","INVALID_CREATION"
"300","INVALID","","","","INVALID_CREATION"
"301","INVALID","","","","INVALID_CREATION"
"302","INVALID","","","","INVALID_CREATION"
"303","INVALID","","","","INVALID_CREATION"
"304","INVALID","","","","INVALID_CREATION"
"305","INVALID","","","","INVALID_CREATION"
"306","INVALID","","","","INVALID_CREATION"
"307","INVALID","","","","INVALID_CREATION"
"308","INVALID","","","","INVALID_CREATION"
"309","INVALID","","","","INVALID_CREATION"
"310","INVALID","","","","INVALID_CREATION"
"311","INVALID","","","","INVALID_CREATION"
"312","INVALID","","","","INVALID_CREATION"
"313","INVALID","","","","INVALID_CREATION"
"314","INVALID","","","","INVALID_CREATION"
"315","INVALID","","","","INVALID_CREATION"
"316","INVALID","","","","INVALID_CREATION"
"317","INVALID","","","","INVALID_CREATION"
"318","INVALID","","","","INVALID_CREATION"
"319","INVALID","","","","INVALID_CREATION"
"320","INVALID","","","","INVALID_CREATION"
"321","INVALID","","","","INVALID_CREATION"
"322","INVALID","","","","INVALID_CREATION"
"323","INVALID","","","","INVALID_CREATION"
"324","INVALID","","","","INVALID_CREATION"
"325","INVALID","","","","INVALID_CREATION"
"326","INVALID","","","","INVALID_CREATION"
"327","INVALID","","","","INVALID_CREATION"
"328","INVALID","","","","INVALID_CREATION"
"329","INVALID","","","","INVALID_CREATION"
"330","INVALID","","","","INVALID_CREATION"
"331","INVALID","","","","INVALID_CREATION"
"332","INVALID","","","","INVALID_CREATION"
"333","INVALID","","","","INVALID_CREATION"
"334","INVALID","","","","INVALID_CREATION"
"335","INVALID","","","","INVALID_CREATION"
"336","INVALID","","","","INVALID_CREATION"
"337","INVALID","","","","INVALID_CREATION"
"338","INVALID","","","","INVALID_CREATION"
"339","INVALID","","","","INVALID_CREATION"
"340","INVALID","","","","INVALID_CREATION"
"341","INVALID","","","","INVALID_CREATION"
"342","INVALID","","","","INVALID_CREATION"
"343","INVALID","","","","INVALID_CREATION"
"344","INVALID","","","","INVALID_CREATION"
"345","INVALID","","","","INVALID_CREATION"
"346","INVALID","","","","INVALID_CREATION"
"347","INVALID","","","","INVALID_CREATION"
"348","INVALID","","","","INVALID_CREATION"
"349","INVALID","","","","INVALID_CREATION"
"350","INVALID","","","","INVALID_CREATION"
"351","INVALID","","","","INVALID_CREATION"
"352","INVALID","","","","INVALID_CREATION"
"353","INVALID","","","","INVALID_CREATION"
"354","INVALID","","","","INVALID_CREATION"
"355","INVALID","","","","INVALID_CREATION"
"356","INVALID","","","","INVALID_CREATION"
"357","INVALID","","","","INVALID_CREATION"
"358","INVALID","","","","INVALID_CREATION"
"359","INVALID","","","","INVALID_CREATION"
"360","INVALID","","","","INVALID_CREATION"
"361","INVALID","","","","INVALID_CREATION"
"362","INVALID","","","","INVALID_CREATION"
"363","INVALID","","","","INVALID_CREATION"
"364","INVALID","","","","INVALID_CREATION"
"365","INVALID","","","","INVALID_CREATION"
"366","INVALID","","","","INVALID_CREATION"
"367","INVALID","","","","INVALID_CREATION"
"368","INVALID","","","","INVALID_CREATION"
"369","INVALID","","","","INVALID_CREATION"
"370","INVALID","","","","INVALID_CREATION"
"371","INVALID","","","","INVALID_CREATION"
"372","INVALID","","","","INVALID_CREATION"
"373","INVALID","","","","INVALID_CREATION"
"374","INVALID","","","","INVALID_CREATION"
"375","INVALID","","","","INVALID_CREATION"
"376","INVALID","","","","INVALID_CREATION"
"377","INVALID","","","","INVALID_CREATION"
"378","INVALID","","","","INVALID_CREATION"
"379","INVALID","","","","INVALID_CREATION"
"380","INVALID","","","","INVALID_CREATION"
"381","INVALID","","","","INVALID_CREATION"
"382","INVALID","","","","INVALID_CREATION"
"383","INVALID","","","","INVALID_CREATION"
"384","INVALID","","","","INVALID_CREATION"
"385","INVALID","","","","INVALID_CREATION"
"386","INVALID","","","","INVALID_CREATION"
"387","INVALID","","","","INVALID_CREATION"
"388","INVALID","","","","INVALID_CREATION"
"389","INVALID","","","","INVALID_CREATION"
"390","INVALID","","","","INVALID_CREATION"
"391","INVALID","","","","INVALID_CREATION"
"392","INVALID","","","","INVALID_CREATION"
"393","INVALID","","","","INVALID_CREATION"
"394","INVALID","","","","INVALID_CREATION"
"395","INVALID","","","","INVALID_CREATION"
"396","INVALID","","","","INVALID_CREATION"
"397","INVALID","","","","INVALID_CREATION"
"398","INVALID","","","","INVALID_CREATION"
"399","INVALID","","","","INVALID_CREATION"
"400","INVALID","","","","INVALID_CREATION"
"401","INVALID","","","","INVALID_CREATION"
"402","INVALID","","","","INVALID_CREATION"
"403","INVALID","","","","INVALID_CREATION"
"404","INVALID","","","","INVALID_CREATION"
"405","INVALID","","","","INVALID_CREATION"
"406","INVALID","","","","INVALID_CREATION"
"407","INVALID","","","","INVALID_CREATION"
"408","INVALID","","","","INVALID_CREATION"
"409","INVALID","","","","INVALID_CREATION"
"410","INVALID","","","","INVALID_CREATION"
"411","INVALID","","","","INVALID_CREATION"
"412","INVALID","","","","INVALID_CREATION"
"413","INVALID","","","","INVALID_CREATION"
"414","INVALID","","","","INVALID_CREATION"
"415","INVALID","","","","INVALID_CREATION"
"416","INVALID","","","","INVALID_CREATION"
"417","INVALID","","","","INVALID_CREATION"
"418","INVALID","","","","INVALID_CREATION"
"419","INVALID","","","","INVALID_CREATION"
"420","INVALID","","","","INVALID_CREATION"
"421","INVALID","","","","INVALID_CREATION"
"422","INVALID","","","","INVALID_CREATION"
"423","INVALID","","","","INVALID_CREATION"
"424","INVALID","","","","INVALID_CREATION"
"425","INVALID","","","","INVALID_CREATION"
"426","INVALID","","","","INVALID_CREATION"
"427","INVALID","","","","INVALID_CREATION"
"428","INVALID","","","","INVALID_CREATION"
"429","INVALID","","","","INVALID_CREATION"
"430","INVALID","","","","INVALID_CREATION"
"431","INVALID","","","","INVALID_CREATION"
"432","INVALID","","","","INVALID_CREATION"
"433","INVALID","","","","INVALID_CREATION"
"434","INVALID","","","","INVALID_CREATION"
"435","INVALID","","","","INVALID_CREATION"
"436","INVALID","","","","INVALID_CREATION"
"437","INVALID","","","","INVALID_CREATION"
"438","INVALID","","","","INVALID_CREATION"
"439","INVALID","","","","INVALID_CREATION"
"440","INVALID","","","","INVALID_CREATION"
"441","INVALID","","","","INVALID_CREATION"
"442","INVALID","","","","INVALID_CREATION"
"443","INVALID","","","","INVALID_CREATION"
"444","INVALID","","","","INVALID_CREATION"
"445","INVALID","","","","INVALID_CREATION"
"446","INVALID","","","","INVALID_CREATION"
"447","INVALID","","","","INVALID_CREATION"
"448","INVALID","","","","INVALID_CREATION"
"449","INVALID","","","","INVALID_CREATION"
"450","INVALID","","","","INVALID_CREATION"
"451","INVALID","","","","INVALID_CREATION"
"452","INVALID","","","","INVALID_CREATION"
"453","INVALID","","","","INVALID_CREATION"
"454","INVALID","","","","INVALID_CREATION"
"455","INVALID","","","","INVALID_CREATION"
"456","INVALID","","","","INVALID_CREATION"
"457","INVALID","","","","INVALID_CREATION"
"458","INVALID","","","","INVALID_CREATION"
"459","INVALID","","","","INVALID_CREATION"
"460","INVALID","","","","INVALID_CREATION"
"461","INVALID","","","","INVALID_CREATION"
"462","INVALID","","","","INVALID_CREATION"
"463","INVALID","","","","INVALID_CREATION"
"464","INVALID","","","","INVALID_CREATION"
"465","INVALID","","","","INVALID_CREATION"
"466","INVALID","","","","INVALID_CREATION"
"467","INVALID","","","","INVALID_CREATION"
"468","INVALID","","","","INVALID_CREATION"
"469","INVALID","","","","INVALID_CREATION"
"470","INVALID","","","","INVALID_CREATION"
"471","INVALID","","","","INVALID_CREATION"
"472","INVALID","","","","INVALID_CREATION"
"473","INVALID","","","","INVALID_CREATION"
"474","INVALID","","","","INVALID_CREATION"
"475","INVALID","","","","INVALID_CREATION"
"476","INVALID","","","","INVALID_CREATION"
"477","INVALID","","","","INVALID_CREATION"
"478","INVALID","","","","INVALID_CREATION"
"479","INVALID","","","","INVALID_CREATION"
"480","INVALID","","","","INVALID_CREATION"
"481","INVALID","","","","INVALID_CREATION"
"482","INVALID","","","","INVALID_CREATION"
"483","INVALID","","","","INVALID_CREATION"
"484","INVALID","","","","INVALID_CREATION"
"485","INVALID","","","","INVALID_CREATION"
"486","INVALID","","","","INVALID_CREATION"
"487","INVALID","","","","INVALID_CREATION"
"488","INVALID","","","","INVALID_CREATION"
"489","INVALID","","","","INVALID_CREATION"
"490","INVALID","","","","INVALID_CREATION"
"491","INVALID","","","","INVALID_CREATION"
"492","INVALID","","","","INVALID_CREATION"
"493","INVALID","","","","INVALID_CREATION"
"494","INVALID","","","","INVALID_CREATION"
"495","INVALID","","","","INVALID_CREATION"
"496","INVALID","","","","INVALID_CREATION"
"497","INVALID","","","","INVALID_CREATION"
"498","INVALID","","","","INVALID_CREATION"
"499","INVALID","","","","INVALID_CREATION"
"500","INVALID","","","","INVALID_CREATION"
"501","INVALID","","","","INVALID_CREATION"
